Major_Group,Title,Deductive_Reasoning,Dynamic_Strength,Explosive_Strength,Fluency_of_Ideas,Inductive_Reasoning,Manual_Dexterity,Mathematical_Reasoning,Memorization,Oral_Comprehension,Oral_Expression,Perceptual_Speed,Reaction_Time,Selective_Attention,Stamina,Static_Strength,Visualization,Written_Comprehension,Written_Expression,ComplexProb,CritThink,Negotiation,Persuasion,SocPercept,TimeMgmt,Troubleshooting,Alabama,Alaska,Arizona,Arkansas,California,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,VirginIslands,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
17,"Architects, Except Landscape and Naval",4,1.12,1,4,4,2,3.25,2.88,4,4,3.25,1,3.12,1,1,4.12,4,4,2,2,3,3,2,1,2,104560,106810,99720,87140,123130,110230,95510,118270,94650,113500,85960,100230,91920,90980,89860,102160,91860,95130,89610,87430,107480,117790,91440,100090,99210,100670,81990,93180,107430,94110,106320,85290,113100,96700,78940,98290,91370,92760,97480,55130,98440,94230,105760,98580,97630,90310,90340, ,103490,97610,92140,93420,113860
17,Architectural and Civil Drafters,3.5,1.75,1.25,3.38,3.38,2.38,3.38,2.5,3.62,3.38,2.62,1.25,3.12,1.25,1.25,3.62,3.62,3.62,2,2,2,2,1,2,2,56390,92900,64240,61200,78750,67170,64010,91670,62660,73370,47080,64910,61430,61260,63430,65100,63490,59190,79860,67970,72020,73270,59730,71550,61310,65680,67880,63520,74710,64850,61350,59790,76850,66680,67920,63570,65830,71960,66640,34830,73590,65200,54450,66520,65790,65800,65410, ,66830,71710,66110,66940,62500
17,Automotive Engineering Technicians,3.88,1.88,2.12,3,3.75,3.12,3,2.5,3.62,3.5,3.12,2.62,3.25,2,2.38,3.12,3.88,3.38,2,2,1,1,1,1,3,66190, ,73070, ,87720,82940,70650,86630,66340,70620, , ,66830,71380,76190,76060,69490,71340,112990,75730,78430,70880,64720,69950,70840,86610, ,74030,71220,69180,72900,83880,73550,66470,71430,68260,68800,72910,67880,49140,96970,67450,54850,70510,72450,62670, , ,65880,78760,58480,68490, 
17,Bioengineers and Biomedical Engineers,4,1,1,3.75,4.12,2.12,3.75,2.75,4,4,3,1.25,3.12,1,1.12,3.5,4,4,2,2,2,2,1,2,3, , ,127490, ,127610,107750, ,98160,105440,98130, , , ,87220,112930,93240,110740,100050, , ,108090,118580,122660,126860, ,86180,105380,76720,90960, ,121730,127940,121860,105820,93490,120710,130550,127590,103910, ,128130,94970, ,113260,100820,94830, , ,111390,124190, ,125210, 
17,Cartographers and Photogrammetrists,3.5,1.5,1,3,3.62,2.25,3,2.5,3.88,3.5,3,1.12,3,1,1,3.25,4,3.5,2,2,1,1,1,1,1,76180,83790,76760, ,107520,90460, ,121300,73970,60750, ,88120,69800,76870, ,81210,65590,63840, ,79450,92000,92200,76190,85360,76180,79660,65550,77700,92950,70500,87400, ,93760,76570,73200,83390,91030,85900,68830, , ,66920,70440,75210,79860,71780, , ,84010,92820,58760,80780,68470
17,Chemical Engineers,4,1,1,3.75,3.88,1.12,4,2.75,4,3.75,3.38,1.62,3.25,1,1,3.25,4.12,3.25,2,2,3,2,1,1,3,116130,108670,129890,102710, ,116930,130270, ,111770,112480, , ,122020,120970,121580,102820,118210,114760,139380, ,131500,125220,110100,135060,107550,115630,115380,116010,88330, ,123740,150610,121810,118220,127230,117440,152840,121230,119510, ,97780,112250, ,120970,148690,89550, , ,139270,136270,135390,94650, 
17,Civil Engineering Technologists and Technicians,3.88,1.38,1,3,3.38,2,3.88,2.25,3.88,3.75,2.88,1.62,3,1,1,3.62,3.88,3.62,2,2,2,1,1,1,1,54030,60210,75500,55770,84480,75460,55150,102280,68970,61280, ,65910,61720,75280,62990,66940,58610,56860,71350,63780,62200,71280,61740,76410,48170,66070,59060,68480,71660,60730,66190,61250,65360,59250,64320,62840,65560,85470,65400,35820,65160,60550,59710,63770,70800,61810,69140, ,74640,78240,59900,66140,56420
17,Civil Engineers,4,1,1,3.75,4,1,3.88,2.62,4,4,3.62,1,3,1,1,3.75,4,4,2,2,3,2,1,2,1,104270,115250,97630,88250,122050,108950,105080,115370,105830,97220,75240,97590,96980,104430,96510,96450,96880,99830,107690,97780,105910,115780,93670,106880,115570,97050,86270,101800,105950,94210,114220,108000,116630,100500,95750,97590,104330,110280,98860,72160,116550,104430,96590,102150,103010,96620,95190, ,101020,112740,91880,96450,99540
17,Computer Hardware Engineers,4,1,1,3.25,4,2.25,3.12,2.75,4,4,2.88,1,2.88,1,1,3.25,4,3.75,2,2,1,2,1,2,3,133770,129410,155730,131810,183350,170230,129940,154600,124320,123190, ,142010,135980,112910,97660,124450,105150,90810,100680, ,141810,174290,125370,130730,87040,104340,139230,118520,117950,142240,133600, ,146890,137020,83780,124640,115980, ,136310,89070,120280,122270, ,107010,131250,108990, , ,143220,156770, ,100480, 
17,Electrical and Electronic Engineering Technologists and Technicians,3.88,1.88,1.62,3,3.88,2.75,2.75,2.5,3.75,3.5,3.25,2,3.12,1.75,1.62,3.38,3.88,3.38,2,2,1,1,1,1,3,79950,91590,77290,70680,90560,83200,63660,106490,70230,77580, ,89660,76140,76020,70370,72100,73240,69040,84990,87360,95550,78500,70400,77690,78450,86870,73890,65910,85310,72300,87330,81650,78150,72300,73010,72410,81580,78610,70140,48630,89860,73330,60540,64340,70910,70030,72370, ,87760,88450,84040,70100,88590
17,Electrical and Electronics Drafters,3.25,1.62,1.12,2.88,3.25,2.38,3,2.62,3.88,3.62,2.88,1.12,2.88,1.12,1.12,3.62,4,3.62,2,2,2,2,1,2,3,60540, ,69310,62300,84960,81030,69680, ,68190,81440, ,66110,90530,71460,67870,80180,71310,68670,65420,70910,75000,87920,75350,75280,63290,80070, ,64520,73980,93550,78620,84300,97760,75830, ,77450,71100,78020,74210,38080, ,69400,56250,75300,74820,68080, , ,75070,76510, ,78620, 
17,Electrical Engineers,4,1.5,1,3.25,4,2.12,3.5,2.75,4,4,3.12,1.12,3.12,1,1,3.12,4.12,4.12,2,2,2,2,1,1,3,122950,118550,124080,97980,148390,115110,117400,138380,112780,111120,70470,107980,132910,114350,104990,126950,100510,96190,114060,116730,126270,132220,108310,111900,102990,114670,102400,102810,111440,138430,123540,144120,118770,118960,108800,104100,110130,118000,119550,74970,113870,111210,101620,114080,118620,117860,123460, ,124080,130870,110680,101580,122630
17,"Electronics Engineers, Except Computer",4,1.25,1,3.5,4,2.88,3.75,2.75,4,4,3,1.75,2.88,1.25,1.5,3.38,4,3.88,2,2,2,2,1,1,3,117680,119720,135310,101710,157940,117000, ,159700,120440,126920, ,123720,101770,124680,108840,95530,105210,95000,107560,140640,144920,146280,119300,107720, ,121380,108120,94040,109210,116730,155570,126330,120380,115450,101220,116430,106790,142660,110530,84120,130740,119150,90060,110680,126770,109570,110570, ,124020,137300,101270,107260,93050
17,"Energy Engineers, Except Wind and Solar",4,1,1,3.25,4,1,3.88,2.5,4,3.88,2.88,1,3.25,1,1,3.25,4,3.75,2,2,2,2,2,2,2,143060,132190,120170,82320,137300,119530,103960,157060,108200,112880,87270,123070,136720,112020,108770,99560,76670,92380,103840,112480,129520,134210,110960,122620,103110,95580,96080,84450,104630,123200,131270,143530,118930,113690,97940,118040,107120,128940,107500,71120,134590,122000,88390,103310,119500,113260,118260, ,142400,123590,109010,106370,120990
17,Environmental Engineering Technologists and Technicians,4,2,1.38,3,4,2.88,3,2.75,3.88,3.88,3,2.25,3.12,2.12,2.25,2.88,4,3.12,2,2,2,2,1,2,3,63470,78910,70720,46820,76070,58950,76660, ,46480,65820, ,58610,56010,53510,52620,59600,63040,59590,45350,53500,69400,66040,55730,62560,52550,57150,60000, ,81150,47210,62440,77250,62380,55110, ,58820,60710,83830,67950,55130, ,63440,52630,71860,58720,55630, , ,53480,88990,56280,60710,70000
17,Environmental Engineers,4,1,1,3.75,4,1,3.12,3,4,4,3,1,3,1,1,3,4,4,2,2,3,2,1,2,1,103760,115480,94530,91680,127730,116700,113530,122130,94840,101600, ,116550,98200,123650,113030,99620,101160,109740,123840,91500,105640,118880,103250,105970,84500,87380,101410,95800,118230,91660,112560,120520,105520,107880,112410,102100,96950,130880,100250,74500,108060,101240,91290,97510,118660,102690,91210, ,114560,120750,102560,99940,104510
17,Fire-Prevention and Protection Engineers,4,1.25,1.38,3.12,3.88,1,3,2.62,3.88,4,3,1,3.12,1.25,1.5,3.25,4,3.88,2,2,2,3,1,2,3,112470,115250,113910,88380,123910,104950,113390,134590,98020,110730,82290,95620,107900,112130,101420,117510,108580,100360,120100,96710,116870,131820,95980,118310,90890,78030,87920,102190,106370, ,121170,103570,121340,96880, ,118210,106580,130040,112080, , ,100190, ,114970,125620,104440, , ,106080,135030,91630,93240, 
17,Human Factors Engineers and Ergonomists,4,1.38,1.38,3.88,4,1,3.5,2.75,4,4,3,1,2.88,1.38,1.38,3.25,4,4,2,2,2,2,2,2,2,102170,147060,119890,99250,127280,107940,117400,128710,114030,101770, ,115130,115740,102320,98540,100340,99510,96920,128000,104520,117250,116510,102930,106710,96060,99020,104240,98850,106750,106480,109010,130470,109040,99460,89840,102260,103050,129740,99500,84500,116760,101530,95790,100230,112250,104130,104910, ,107460,122690,112360,96730,120250
17,Industrial Engineering Technologists and Technicians,4,1.25,1,3.25,4,2.12,3.12,2.62,4,3.5,3.12,2.12,3.25,2,1.5,3.25,3.75,3.25,2,2,2,2,1,2,1,64140,99160,70400,68930,81730,68210, , ,57870,66040, , ,69690,71420,61150,65570,57220,65510, ,70760,82670,70810,66190,70250,65960,77370,70850,64690,67110,69360,67040,68430,68650,67580,70870,65790,73530,72430,64200,47010,65180,70540,54970,61590,72740,69500,67030, ,68380,88670,70150,65860, 
17,Landscape Architects,3.88,1.12,1,3.75,3.88,2,2.88,2.25,4,4,2.75,1,3.25,1,1,4,4,3.75,2,2,3,3,2,2,2,87500, ,89380,87230,111440,92150, ,102120,96030,79180, , ,82230,79630,65760,89160,72480,84170,84240,74950,89330,88770,71990,86020,75970,72280,72110,68050,85100,81200,107370,69290,95690,80830,86410,71050,59600,83090,91210, ,70710,76330,81570,80770,81340,83950,69590, ,81480,80480,84030,69680, 
17,Marine Engineers and Naval Architects,4,1.5,1,3.25,4,2.12,3.38,2.62,4.12,4,3.38,2,3.12,1.12,1,3.62,4,3.88,2,2,2,2,2,1,3, , , , ,119930, , ,160330,117380,91760, ,99140, , , , , , ,115660,103030,130520,109090,95500, ,100040, , , , , ,109190, ,117400, , , , , , , , ,118370, ,96600,140200, , , ,107600,113570, ,81540, 
17,Materials Engineers,4,1,1,3.5,4,2.38,3.75,2.12,4,4,3.25,2,3.12,1,1,3.25,4,3.88,2,2,3,2,1,1,2,112300,113280,117110,105280,131080,115420,130270, ,109960,104380, , ,100490,110480,98070,82380,105850,103580,109150,102740,130650,117950,97930,116370,97060,107530,88910,90850,108730,114680,110400, ,121440,101650, ,111720,105510,130040,97460, ,110710,114320, ,109300,125990,97950,102750, ,113550,148500,95420,97340,108810
17,Mechanical Drafters,3.12,1.25,1,3.25,3.12,2,3.5,2.25,3.25,3.25,2.88,1,3.25,1,1,3.5,3.12,3.25,2,2,1,1,1,1,2,59220, ,74830,61900,86550,71550,63460, ,67060,72030, , ,65940,74800,66680,69100,74460,70460,83470,64490,80710,75450,77780,73340,64930,71040,59470,58710,82300,58160,82830,90600,74980,63300,66280,69790,71440,83700,70870,47380,76140,74460,54300,70820,82310,69970,75980, ,66730,85200,60900,65980,58940
17,Mechanical Engineers,4,1,1,3.5,4,1.62,3.88,3,4,4,3,1.88,3,1,1,3.5,4,3.62,2,2,2,2,1,1,3,106090,120920,109580,84370,131130,112460,114420,136300,101870,108100,69230,101040,108170,104460,103430,99070,94780,103340,117410,104660,119120,120650,106150,105650,96510,95250,100100,90490,104090,109960,112560,135530,114910,106210,92000,97970,98530,107750,103660,69040,122900,107690,96180,101260,119350,102810,105090, ,105240,118750,100800,97360,111180
17,"Mining and Geological Engineers, Including Mining Safety Engineers",4,1,1,3.75,4,1,3.88,2.75,4,4,3.12,2,3.38,1,1,3.38,4,4,2,2,2,2,1,2,2,100700,122830,113770, ,135060, , , ,109780, , , ,101450, ,118020, , ,107100, , ,91380, ,114870,98790, , ,97980, ,115360, , ,119020,93810, , ,99290,115040,97720,100230, , , ,99720,106250,107330,114290, , ,102960, ,92130,111690,115040
17,Non-Destructive Testing Specialists,4,2,1.75,2.75,3.75,3,3,2.62,3.75,3.62,3.12,2.75,3.12,2,2.12,3.12,4,3.5,2,2,2,1,1,1,3,81540,77250,65620,61910,87770,84620,64560,110190,72430,65800, ,87100,65940,79430,84150,67030,68010,65220,71560,98940,102790,68650,71640,76750,77210,72560,62170,61160,90310,72290,86500,94410,67270,73310,80370,71040,78460,77550,70370,46300,99100,74570, ,70280,75610,71080,60050, ,94030,92930,76700,67760,78270
17,Nuclear Engineers,4,1,1,3.75,4,1.5,4,2.62,3.75,4,3.25,1.75,3.12,1,1,3.12,4,4.12,2,2,3,3,1,2,3,136480, , , ,170560, , ,179510,128200,135040, , ,129980,134910, , , , , ,117980,151760,143690,133580,147850, ,121160, ,145680, , , ,162090,156240,131120, ,117180, , ,134640, , ,118630, , ,106690, , , ,112970,130790, ,106750, 
17,Petroleum Engineers,4,1,1,3.75,4,1,3.25,2.62,4,4,3,1.12,3.12,1,1,3.25,4,4,2,2,2,2,2,2,2, ,211940, ,123060,146850, , , , , , , , , , , ,143470, ,125910, , , ,129840,140590, , ,103570,112610, , ,145280,127050,127970, ,130170,113610,159810, ,107360, , , , ,151770,158990,170420, , , ,142570,116810, ,173320
17,Robotics Technicians,4.12,2.12,1.75,3.12,4,3.75,3,3,4,3.88,3.25,3,3.62,2.25,2.5,3.75,4,3.12,2,2,1,1,1,2,3,68020,89620,81760, ,89300,88060, , ,77320,70000, , ,69930,79630,53420,74760, ,68890,76310,75840,84220,70530,67130,66110,61920, ,72670,70480,92670,78570,78030, ,79460,60650,83590,73040,72270,57360,68760,57300, ,67850, ,53020,74660,75810, , ,82580,99170, ,66880, 
17,Surveying and Mapping Technicians,3.25,2.25,2,3,3.38,2.5,2.88,2.38,3.38,3.38,2.88,2.38,2.88,2.12,2.12,2.75,3.75,3.25,2,2,1,2,1,1,1,51690,72450,58690,53380,76350,65240,53930,77710,51010,48700,40520,55400,52490,61010,54610,55180,55240,50860,63310,55250,63850,56490,56080,69180,48620,53240,54360,53680,74800,59540,63030,57920,64110,53110,56230,58820,46670,59920,57390,33040,62010,45180,52270,51010,53800,54430,59600, ,55810,62930,49970,55570,61270
17,Surveyors,4,2,1.62,3,3.88,2.88,4,2.62,3.75,3.75,3.12,2.12,3,2.12,2.12,3.12,4,3.88,2,2,2,1,1,2,2,70510,94900,77550,58720,109620,80340,88020,79970,68700,67720,59170,81180,74910,80020,82840,82920,74130,71040,65450,83490,68680,87890,73980,65060,65000,62230,83100,71830,94180,69830,90840,77700,86030,75360,85980,71950,66120,90990,80090,43570,57620,68860,90100,77950,67280,70010,70210, ,77200,93850,67010,80390,80810
19,Agricultural Technicians,3.38,2,1.62,3,3.25,2.88,3,2,3.75,3.75,3,2.38,3,2.12,2.62,2.75,3.5,3.38,1,2,2,1,1,1,2,34120, ,60590,44630,56040, ,47260, ,50650,46160, ,50130,46770,48220,49770,42570,46710,50030,36100,46230,52680, ,42930,57580,39300,49500,51150,44180,46380,43340,63960, ,50170,47100,49780,49230,41140,42860,49000, , ,45200,38960,51910,56990,44780,44350, ,43570,49360,50010,45640,58550
19,Animal Scientists,4,1.25,1.38,3.75,4,1.12,3.25,2.75,4,4,3,1.88,3.12,1.5,2,2.75,4,4,2,2,3,2,2,2,2, , , , , , , , ,77800,110060, , , ,67660, ,109980, , , , ,83800, ,56130,130410, ,112650, ,63560, , , , ,93510, , ,65790, , ,92710, , , ,64060, ,103600, , , , ,75560, ,89280, 
19,Anthropologists and Archeologists,4.12,1.38,1.25,3.75,4,1.75,2.88,2.88,4.25,4.38,2.88,1,3.12,1.5,1.62,3,4.38,4.38,2,2,2,2,2,1,1,69400,93480,68360,72950,79420,55170, , ,65630,59890, ,95530,74070,61680,65750,63710,44540,70950,55070, ,67720,105190,74710,66210, ,82900,75020,92330,73490, ,72590,66760,65070,75960,58440,60180,63330,80790,75260,78290, ,69040,67170,55730,73380,71820, , ,70110,78560,62000,64650,68820
19,Astronomers,4.12,1,1,3.75,4.12,1.25,4,2.88,4.12,4.12,3.12,1,3.5,1,1,2.88,4.12,4.12,2,2,2,2,2,1,1, , ,131990, ,141660, , , , , , ,98800, , , , , , , , ,153000,156870, , , , , , , , , , , , , , , , , , , , , , , , , , , ,117600, , , 
19,Atmospheric and Space Scientists,4,1.38,1,3.25,4.12,1.25,3.5,2.88,4.12,4.25,2.88,1,2.88,1,1,2.62,4.12,3.88,2,2,2,2,2,1,1,87450,104660,95590,99730,121620, , ,139730,99160,97060, ,120620,111770, ,132370,81210,82970,77110,105980,104360,118890, ,101700, ,77670,113740,103370,103260,115560,67400,118520,109840,131440,108690,90360,91560,91200,124830,91970,74630, ,98460,92300,109970,92860,71250, , ,124270,104290,70020,105040,88120
19,Biochemists and Biophysicists,4,1.12,1,3.75,4.25,2.25,4,3,4.12,4.12,3.12,1.75,3,1,1.75,3.25,4.25,4.25,2,2,2,2,1,1,2,71960, , ,109180,130030, ,105970, ,146110, , , ,98350,95440,86680,87290, ,110500, ,93060,105920,123450,81350,88010, ,86570, ,86770, ,106500,107230, ,100760, , ,86570, ,95740,114280,62160,84900,88350, ,116020,97080,78990, , ,114360,97090, ,128280, 
19,Bioinformatics Scientists,4,1,1,3.88,4,1.75,3.88,3.12,4.12,4,3.12,1,3.38,1,1,2.88,4.25,4.25,2,2,2,2,2,2,2,82580,97490,98910,76670,121000,125370,84880,108570,76130,89880,74560,95520,79270,84120,100330,81260,83040,77530,72550,97920,120120,110270,88620,82410,89070,69530,81120,77270,76310,89180,106340,84520,110640,102330,77980,85910,77000,85280,95920,76160,103850,95640,71030,72540,90180,92590,81130, ,94040,102690,82510,84500,84890
19,Biological Technicians,3.62,2.12,1.38,3,3.88,2.88,3,2.5,3.88,3.75,3,2,3.38,2,2.25,3,3.62,3.62,2,2,1,1,1,1,3,46080,57280,53860,50170,70930,67410,57330,56870,50390,53020,44360,46280,44410,55260,55680,53490,51160,44330,55980,53790,54360,67580,51410,50520,55510,52070,46900,50020,48680,58360,67040, ,58380,49000,50420,55460,48420,52770,55550,44580,52080,51470,43720,59400,49850,56910,52120, ,53530,56250,54580,53150,49150
19,Chemical Technicians,3.62,2,1.25,3,3.75,3.12,3.12,2.75,3.75,3.62,3,2.12,3.12,1.88,2.12,3.12,4,3.88,2,2,2,2,1,2,3,56840,66470,64290,49540,61820,54060,64510,57340,51540,57350, , ,56100,68170,56100,52000,58360,58620,84300,52430,52130,68750,58710,59090,56990,65390,54690,59750,58330,52730,59410,66360,60240,53300,54850,59120,64060,52900,61150,36440,58130,60480,47640,55800,70730,57520,62680, ,55890,58690,61640,57850,60440
19,Chemists,4,1.38,1.25,3.12,4,2.75,3.75,2.75,4,4,3.12,1.88,3,1.62,1.75,3,4,4,2,2,1,1,1,1,3,100510,92230,88520,81850,105500,99260,124920,148470,78680,96540, ,88290,74150,99960,83770,91020,77550,84040,115280,64990,132260,125580,91860,90660,87500,94070,69060,77930,76720,87600,97460,129290,97820,85160,86320,89870,83870,90630,76790,77920,100880,86570,68940,75250,106730,82530,91110, ,104720,100010,112080,78100,84910
19,Climate Change Policy Analysts,4,1,1,3.12,4,1,3,2.62,4,4,2.25,1,3,1,1,2.62,4.25,4,2,2,3,3,2,2,1,76210,96300,89240,87150,107420,95800,65780,127360,68010,99020,68600,78200,72700,97670,83330,79030,83680,68950,79070,67290,90360,99340,81670,88890,66890,70480,80630,67320,87880,85130,85440,86940,89080,74660,79270,83870,76380,95990,79770,54700,95480,80440,73420,87530,88230,85140,72320,58290,86910,94940,80270,76130,77480
19,Clinical and Counseling Psychologists,4,1,1,3.75,4,1,2.25,2.75,4.38,4.62,2.5,1,3.25,1,1,2,4.5,4.25,2,2,3,3,2,2,1,110180,111840,111730, ,124720, ,108440, ,92010,74140, ,110900,93220,106360,91840,102560,65270,126740,88950,114470,109990,102440,88810,98260,95140,90480, , ,110520,66140,128400,87710,112980,99940,105240,104420,97350,129110,103980,61800,103670, ,87040,103190,83830,94070,97220, ,105480,125270,88540,117050,79970
19,Clinical Neuropsychologists,4.38,1.12,1.12,3.25,4.38,1.88,3,3,4.75,4.5,3,1.12,3.38,1.12,1.25,2.5,4.62,4.25,2,2,3,3,2,2,1,126770, ,111330,101380,130940,117500, ,120880,117450,107680, , ,111820,92810,111440,104670,127940,122270,114240,80140,118410,123810,91060,103820,104180,114990, ,125420,130120,93840,114860, ,107470,122490, ,123170,126730,102460,114620,110900,111420,127190,121650,123640,96040,99720,85670, ,121130,115620,63650,110320, 
19,Conservation Scientists,3.75,2.25,2.25,3.25,3.5,2.25,3.25,2.62,4.12,3.88,3,2,2.88,2.25,2.5,2.88,4,3.62,2,2,3,3,2,2,2,82270,87020,76650,75800,87840,84920,64100, ,62220,77360, ,72280,73600,74990,75260,67570,59310,70320,64740,67430,82400,80300,69310,76290,63860,64700,78150,74910,79980,69920,66560,75380,82150,69170,81080,62910,66700,90780,57860,66460, ,61770,71770,78220,66940,75590,66360, ,81550,83550,72970,74380,74260
19,Economists,4,1,1,3.88,4.12,1,4.12,2.88,4,4,2.38,1,2.75,1,1,2.38,4.12,4,2,2,1,2,1,1,1,114850,123410,98750, ,125570,113300, ,163820,109420,141820, ,94810,83550,128330,104400,101090,114280,73910,110960,88250,138830,142140,147280,112460, ,129370,104200,77180,87360, ,110270,91570,169520,122470, ,130850,97250,109360,110740,66300, ,61730, ,110010,122400, , , ,149770,128120, ,79240, 
19,"Environmental Science and Protection Technicians, Including Health",3.88,2.12,1.5,3,3.62,2.88,3,2.5,4,4,3,2.12,3,2,2.12,3,4,3.88,2,2,2,2,1,1,2,47580,61280,58630,47040,53610,74290,43870,76700,53650,59210, ,55820,63350,46970,50560,58570,51210,47400,58180,45150,59710,58640,58720,63430,56500,54010,52140,66860,71970,53680,55150,62330,64240,50900,56440,54700,50960,58060,63010,31810, ,54460,50390,57600,55880,57310,51900, ,53210,77590,53760,53380,56170
19,Epidemiologists,4.12,1,1,4,4.38,1.12,3.62,2.88,4.38,4.25,3,1,3.12,1,1,3,4.38,4.25,2,2,2,3,2,2,1,72130, ,68490, ,112580,87430, ,119400,82910,74420, ,75420, ,94300,78040,81050,72840,70900,64620, ,98860,113860,80580,98110,62620,72590,68970,79080,92300, ,106980,85000,104640,110610, ,99120,66260,92450,90700,52380,99990,78680, ,100270,96120,77260, , ,95940,105180,66340,115820, 
19,Food Science Technicians,3.62,1.38,1.12,2.75,3.62,2.5,3,2,3.75,3.75,3.12,2.25,3.12,1.88,1.38,2.62,3.75,3.75,2,2,1,1,1,1,2, , , ,47640,55100,48620, , ,53050,49700, , ,44500,68670,52460,49990,38120,53820, , ,55540,59590,56280,52900,60080,57670, ,48220, , ,58910,43890,56870,48240, ,54330, ,49300,51400,31580, ,41390,43910,53960,50130,54800,52240, ,59140,50300, ,53440, 
19,Food Scientists and Technologists,4,1.62,1.5,3.38,4,2,3.12,2.75,4.12,3.88,3,2.12,3,1.62,1.62,2.88,4,3.88,2,2,3,2,2,1,2,93030, , ,99970,91820, , ,112990,96080,78210, , ,69210,95300,78990,68480,94070,76460,63890, ,92130,123760,96860,95980,87220,104060, ,80020, ,80410,105490, ,98190,71380, ,71630, ,80300,83770, , ,68880,72180,76430,92070,78430, , ,87760,101840, ,81230, 
19,Forensic Science Technicians,3.88,2,1.5,3.25,4,2.88,2.75,2.75,4,4,3.25,1.88,3,2.12,2.38,3,4,4,2,2,1,2,2,1,2,61120, ,68880,48610,99390,82350, , ,64620,61420, , ,72720,106120,67390,66110,72710,57210, ,62310,82730,80590,85070,72550,57480,64690,70190,63880,82350, ,59480,65990,80470,56290,74900,89330,65750,81460,61090, , ,52170,49450,78510,58040,66970,71560, ,73340,78550,59760,66100,64700
19,Forest and Conservation Technicians,3.62,2.5,1.62,2.88,3.62,3.12,2.75,2.5,3.75,3.75,2.88,2.75,3.12,2.88,3,3.25,3.62,3.12,1,2,1,2,2,2,2,55300,58060,57320,56030,63140, , , ,54580,56620, ,51070,56730,47650, ,49440,42810,46360,62140,45630,65780,53960,54690,63340,53180,45480,57170,55010,53670,52470, , ,58760,49860,52200,46100, ,58970,58110,38750, ,53600,54520,48480,51370,49030,53010, ,49860,57420,53660,53970,53150
